"","indiv","Block","Col","Row","Population","Family","TempTrt","WaterTrt","variable","LLL","Day","DayN"
"1374","723","MM7-8","I","4","Hauser Creek","HAU10","Cool","Wet","LLL_0515",2.79,2014-05-15,3
"1375","724","MM7-8","J","4","Little Jameson","LIJ10","Cool","Wet","LLL_0515",2.11,2014-05-15,3
"1376","725","MM7-8","K","4","Middle Yuba","MYU4","Cool","Wet","LLL_0515",3.6,2014-05-15,3
"1378","727","MM7-8","M","4","North Fork Middle Tule","NMT5","Cool","Wet","LLL_0515",2.59,2014-05-15,3
"1379","728","MM7-8","N","4","Paradise Creek","PRD6","Cool","Wet","LLL_0515",3.76,2014-05-15,3
"1380","729","MM7-8","A","5","Rainbow Pool","RBW4","Cool","Wet","LLL_0515",2.95,2014-05-15,3
"1381","730","MM7-8","B","5","Redwood Creek","RWD5","Cool","Wet","LLL_0515",4.5,2014-05-15,3
"1382","731","MM7-8","C","5","Rock Creek","007aN1","Cool","Wet","LLL_0515",2.16,2014-05-15,3
"1383","732","MM7-8","D","5","Wawona","185aC2","Cool","Wet","LLL_0515",1.67,2014-05-15,3
"1384","733","MM7-8","E","5","West Fork Mojave River","WFM8","Cool","Wet","LLL_0515",7.91,2014-05-15,3
"1385","734","MM7-8","F","5","Whitewater Canyon","WWC4","Cool","Wet","LLL_0515",2.64,2014-05-15,3
"1386","735","MM7-8","G","5","Cottonwood Creek","349a","Cool","Wet","LLL_0515",4.38,2014-05-15,3
"1387","736","MM7-8","H","5","Cuyamaca Rancho","CUR10","Cool","Wet","LLL_0515",3.84,2014-05-15,3
"1388","737","MM7-8","I","5","Deep Creek","DPC6","Cool","Wet","LLL_0515",1.79,2014-05-15,3
"1389","738","MM7-8","J","5","Grade Road Palomar","GRP6","Cool","Wet","LLL_0515",5.7,2014-05-15,3
"1390","739","MM7-8","K","5","Hauser Creek","HAU8","Cool","Wet","LLL_0515",1.44,2014-05-15,3
"1391","740","MM7-8","L","5","Little Jameson","LIJ8","Cool","Wet","LLL_0515",0.91,2014-05-15,3
"1392","741","MM7-8","M","5","Middle Yuba","MYU6","Cool","Wet","LLL_0515",1.65,2014-05-15,3
"1393","742","MM7-8","N","5","Mill Creek","MIL8","Cool","Wet","LLL_0515",1,2014-05-15,3
"1394","743","MM7-8","A","6","North Fork Middle Tule","NMT7","Cool","Wet","LLL_0515",2.15,2014-05-15,3
"1395","744","MM7-8","B","6","Paradise Creek","PRD2","Cool","Wet","LLL_0515",4.68,2014-05-15,3
"1396","745","MM7-8","C","6","Rainbow Pool","RBW4","Cool","Wet","LLL_0515",2.09,2014-05-15,3
"1397","746","MM7-8","D","6","Redwood Creek","RWD8","Cool","Wet","LLL_0515",2.57,2014-05-15,3
"1399","748","MM7-8","F","6","Wawona","183aC2","Cool","Wet","LLL_0515",3.69,2014-05-15,3
"1400","749","MM7-8","G","6","West Fork Mojave River","WFM4","Cool","Wet","LLL_0515",1.59,2014-05-15,3
"1401","750","MM7-8","H","6","Whitewater Canyon","WWC8","Cool","Wet","LLL_0515",2.33,2014-05-15,3
"1402","751","MM7-8","I","6","Cottonwood Creek","364a","Cool","Wet","LLL_0515",6.21,2014-05-15,3
"1403","752","MM7-8","J","6","Cuyamaca Rancho","CUR4","Cool","Wet","LLL_0515",1.32,2014-05-15,3
"1404","753","MM7-8","L","6","Grade Road Palomar","GRP4","Cool","Wet","LLL_0515",5.54,2014-05-15,3
"1405","754","MM7-8","M","6","Hauser Creek","HAU12","Cool","Wet","LLL_0515",4.6,2014-05-15,3
"1406","755","MM7-8","A","7","Middle Yuba","MYU4","Cool","Wet","LLL_0515",0.97,2014-05-15,3
"1407","756","MM7-8","B","7","Mill Creek","MIL10","Cool","Wet","LLL_0515",5.31,2014-05-15,3
"1408","757","MM7-8","C","7","North Fork Middle Tule","NMT4","Cool","Wet","LLL_0515",3.76,2014-05-15,3
"1409","758","MM7-8","D","7","Paradise Creek","PRD4","Cool","Wet","LLL_0515",5.61,2014-05-15,3
"1410","759","MM7-8","E","7","Rainbow Pool","RBW4","Cool","Wet","LLL_0515",1.9,2014-05-15,3
"1411","760","MM7-8","F","7","Redwood Creek","RWD10","Cool","Wet","LLL_0515",2.37,2014-05-15,3
"1412","761","MM7-8","G","7","Rock Creek","005aN1","Cool","Wet","LLL_0515",2.81,2014-05-15,3
"1413","762","MM7-8","H","7","Wawona","189aC2","Cool","Wet","LLL_0515",2.8,2014-05-15,3
"1414","763","MM7-8","I","7","West Fork Mojave River","WFM10","Cool","Wet","LLL_0515",6.09,2014-05-15,3
"1415","765","MM7-8","K","7","Cottonwood Creek","371a","Cool","Wet","LLL_0515",3.41,2014-05-15,3
"1417","1","MM5-1","A","1","Little Jameson","LIJ9","Hot","Dry","LLL_0520",12.68,2014-05-20,8
"1418","2","MM5-1","B","1","Middle Yuba","MYU3","Hot","Dry","LLL_0520",7.78,2014-05-20,8
"1419","3","MM5-1","C","1","Mill Creek","MIL3","Hot","Dry","LLL_0520",18.74,2014-05-20,8
"1420","4","MM5-1","D","1","North Fork Middle Tule","NMT7","Hot","Dry","LLL_0520",7.5,2014-05-20,8
"1421","5","MM5-1","E","1","Paradise Creek","PRD3","Hot","Dry","LLL_0520",9.96,2014-05-20,8
"1422","6","MM5-1","F","1","Rainbow Pool","RBW1","Hot","Dry","LLL_0520",23.82,2014-05-20,8
"1423","7","MM5-1","G","1","Redwood Creek","RWD7","Hot","Dry","LLL_0520",16.53,2014-05-20,8
"1424","8","MM5-1","H","1","Rock Creek","009aN1","Hot","Dry","LLL_0520",11.68,2014-05-20,8
"1425","9","MM5-1","I","1","Wawona","186aC2","Hot","Dry","LLL_0520",11.24,2014-05-20,8
"1426","10","MM5-1","J","1","West Fork Mojave River","WFM9","Hot","Dry","LLL_0520",8.4,2014-05-20,8
"1427","11","MM5-1","K","1","Whitewater Canyon","WWC3","Hot","Dry","LLL_0520",14.64,2014-05-20,8
"1428","12","MM5-1","L","1","Cottonwood Creek","370a","Hot","Dry","LLL_0520",11.2,2014-05-20,8
"1429","13","MM5-1","M","1","Cuyamaca Rancho","CUR1","Hot","Dry","LLL_0520",6.78,2014-05-20,8
"1430","14","MM5-1","N","1","Deep Creek","DPC1","Hot","Dry","LLL_0520",17.12,2014-05-20,8
"1431","15","MM5-1","A","2","Grade Road Palomar","GRP3","Hot","Dry","LLL_0520",15.24,2014-05-20,8
"1432","16","MM5-1","B","2","Hauser Creek","HAU9","Hot","Dry","LLL_0520",14.8,2014-05-20,8
"1433","17","MM5-1","C","2","Little Jameson","LIJ11","Hot","Dry","LLL_0520",3.6,2014-05-20,8
"1434","18","MM5-1","D","2","Middle Yuba","MYU5","Hot","Dry","LLL_0520",6.6,2014-05-20,8
"1435","19","MM5-1","E","2","Mill Creek","MIL9","Hot","Dry","LLL_0520",16.05,2014-05-20,8
"1436","20","MM5-1","F","2","North Fork Middle Tule","NMT2","Hot","Dry","LLL_0520",16.58,2014-05-20,8
"1437","21","MM5-1","G","2","Paradise Creek","PRD5","Hot","Dry","LLL_0520",13.27,2014-05-20,8
"1438","23","MM5-1","I","2","Redwood Creek","RWD9","Hot","Dry","LLL_0520",12.36,2014-05-20,8
"1439","24","MM5-1","J","2","Rock Creek","004aN1","Hot","Dry","LLL_0520",11.12,2014-05-20,8
"1440","25","MM5-1","K","2","Wawona","184aC2","Hot","Dry","LLL_0520",8.15,2014-05-20,8
"1441","26","MM5-1","L","2","West Fork Mojave River","WFM7","Hot","Dry","LLL_0520",9.47,2014-05-20,8
"1442","27","MM5-1","M","2","Whitewater Canyon","WWC9","Hot","Dry","LLL_0520",19.79,2014-05-20,8
"1443","28","MM5-1","N","2","Cottonwood Creek","355a","Hot","Dry","LLL_0520",13.14,2014-05-20,8
"1444","29","MM5-1","A","3","Cuyamaca Rancho","CUR7","Hot","Dry","LLL_0520",13.76,2014-05-20,8
"1445","30","MM5-1","B","3","Deep Creek","DPC1","Hot","Dry","LLL_0520",9.36,2014-05-20,8
"1446","31","MM5-1","C","3","Grade Road Palomar","GRP1","Hot","Dry","LLL_0520",10.23,2014-05-20,8
"1447","32","MM5-1","D","3","Hauser Creek","HAU3","Hot","Dry","LLL_0520",10.46,2014-05-20,8
"1448","33","MM5-1","E","3","Little Jameson","LIJ3","Hot","Dry","LLL_0520",5.02,2014-05-20,8
"1449","34","MM5-1","F","3","Middle Yuba","MYU3","Hot","Dry","LLL_0520",13.29,2014-05-20,8
"1450","35","MM5-1","G","3","Mill Creek","MIL5","Hot","Dry","LLL_0520",8.82,2014-05-20,8
"1451","36","MM5-1","H","3","North Fork Middle Tule","NMT4","Hot","Dry","LLL_0520",8.58,2014-05-20,8
"1452","38","MM5-1","J","3","Rainbow Pool","RBW3","Hot","Dry","LLL_0520",13.9,2014-05-20,8
"1453","39","MM5-1","K","3","Redwood Creek","RWD2","Hot","Dry","LLL_0520",18.29,2014-05-20,8
"1454","40","MM5-1","L","3","Rock Creek","014aN1","Hot","Dry","LLL_0520",8.33,2014-05-20,8
"1455","41","MM5-1","M","3","Wawona","190aC2","Hot","Dry","LLL_0520",17.63,2014-05-20,8
"1456","42","MM5-1","N","3","West Fork Mojave River","WFM5","Hot","Dry","LLL_0520",15.01,2014-05-20,8
"1457","43","MM5-1","A","4","Whitewater Canyon","WWC7","Hot","Dry","LLL_0520",11.48,2014-05-20,8
"1458","44","MM5-1","B","4","Cottonwood Creek","346a","Hot","Dry","LLL_0520",15.58,2014-05-20,8
"1459","45","MM5-1","C","4","Cuyamaca Rancho","CUR9","Hot","Dry","LLL_0520",7.06,2014-05-20,8
"1460","46","MM5-1","D","4","Deep Creek","DPC5","Hot","Dry","LLL_0520",7.89,2014-05-20,8
"1461","47","MM5-1","E","4","Grade Road Palomar","GRP5","Hot","Dry","LLL_0520",12.23,2014-05-20,8
"1462","48","MM5-1","F","4","Hauser Creek","HAU7","Hot","Dry","LLL_0520",14.14,2014-05-20,8
"1463","49","MM5-1","G","4","Little Jameson","LIJ5","Hot","Dry","LLL_0520",7.07,2014-05-20,8
"1464","50","MM5-1","H","4","Middle Yuba","MYU1","Hot","Dry","LLL_0520",4.9,2014-05-20,8
"1465","51","MM5-1","I","4","Mill Creek","MIL1","Hot","Dry","LLL_0520",12.28,2014-05-20,8
"1466","52","MM5-1","J","4","North Fork Middle Tule","NMT6","Hot","Dry","LLL_0520",16.96,2014-05-20,8
"1467","53","MM5-1","K","4","Paradise Creek","PRD7","Hot","Dry","LLL_0520",5.24,2014-05-20,8
"1468","54","MM5-1","L","4","Rainbow Pool","RBW3","Hot","Dry","LLL_0520",5.61,2014-05-20,8
"1469","55","MM5-1","M","4","Redwood Creek","RWD5","Hot","Dry","LLL_0520",7.92,2014-05-20,8
"1470","56","MM5-1","N","4","Rock Creek","012aN1","Hot","Dry","LLL_0520",13.86,2014-05-20,8
"1471","57","MM5-1","A","5","Wawona","188aC2","Hot","Dry","LLL_0520",13.63,2014-05-20,8
"1472","58","MM5-1","B","5","West Fork Mojave River","WFM1","Hot","Dry","LLL_0520",21.53,2014-05-20,8
"1473","59","MM5-1","C","5","Whitewater Canyon","WWC5","Hot","Dry","LLL_0520",11.67,2014-05-20,8
"1474","60","MM5-1","D","5","Cottonwood Creek","353a","Hot","Dry","LLL_0520",16.31,2014-05-20,8
"1475","61","MM5-1","E","5","Cuyamaca Rancho","CUR11","Hot","Dry","LLL_0520",9.82,2014-05-20,8
"1476","62","MM5-1","F","5","Deep Creek","DPC3","Hot","Dry","LLL_0520",12.64,2014-05-20,8
"1477","64","MM5-1","H","5","Hauser Creek","HAU11","Hot","Dry","LLL_0520",11.58,2014-05-20,8
"1478","65","MM5-1","I","5","Little Jameson","LIJ1","Hot","Dry","LLL_0520",12,2014-05-20,8
"1479","66","MM5-1","J","5","Middle Yuba","MYU1","Hot","Dry","LLL_0520",10.95,2014-05-20,8
"1480","67","MM5-1","K","5","Mill Creek","MIL11","Hot","Dry","LLL_0520",17.28,2014-05-20,8
"1481","68","MM5-1","L","5","North Fork Middle Tule","NMT1","Hot","Dry","LLL_0520",13.4,2014-05-20,8
"1482","69","MM5-1","M","5","Paradise Creek","PRD6","Hot","Dry","LLL_0520",10.83,2014-05-20,8
"1483","70","MM5-1","N","5","Rainbow Pool","RBW3","Hot","Dry","LLL_0520",5.8,2014-05-20,8
"1484","71","MM5-1","A","6","Redwood Creek","RWD1","Hot","Dry","LLL_0520",18.89,2014-05-20,8
"1485","72","MM5-1","B","6","Rock Creek","006aN1","Hot","Dry","LLL_0520",11.69,2014-05-20,8
"1486","73","MM5-1","C","6","Wawona","182aC2","Hot","Dry","LLL_0520",9.13,2014-05-20,8
"1487","74","MM5-1","D","6","West Fork Mojave River","WFM11","Hot","Dry","LLL_0520",20.39,2014-05-20,8
"1488","75","MM5-1","E","6","Whitewater Canyon","WWC11","Hot","Dry","LLL_0520",10.35,2014-05-20,8
"1489","76","MM5-1","F","6","Cottonwood Creek","356a","Hot","Dry","LLL_0520",13.75,2014-05-20,8
"1490","77","MM5-1","G","6","Cuyamaca Rancho","CUR5","Hot","Dry","LLL_0520",10.8,2014-05-20,8
"1491","78","MM5-1","H","6","Deep Creek","DPC5","Hot","Dry","LLL_0520",14.5,2014-05-20,8
"1492","79","MM5-1","I","6","Grade Road Palomar","GRP7","Hot","Dry","LLL_0520",10.62,2014-05-20,8
"1493","80","MM5-1","J","6","Hauser Creek","HAU1","Hot","Dry","LLL_0520",14.8,2014-05-20,8
"1494","81","MM5-1","K","6","Little Jameson","LIJ7","Hot","Dry","LLL_0520",11.59,2014-05-20,8
"1495","82","MM5-1","M","6","Mill Creek","MIL7","Hot","Dry","LLL_0520",20.26,2014-05-20,8
"1496","83","MM5-1","A","7","Paradise Creek","PRD3","Hot","Dry","LLL_0520",7.91,2014-05-20,8
"1497","84","MM5-1","B","7","Rainbow Pool","RBW1","Hot","Dry","LLL_0520",11.25,2014-05-20,8
"1498","85","MM5-1","C","7","Redwood Creek","RWD4","Hot","Dry","LLL_0520",14.75,2014-05-20,8
"1499","86","MM5-1","D","7","Rock Creek","001aN1","Hot","Dry","LLL_0520",12.15,2014-05-20,8
"1500","87","MM5-1","E","7","Wawona","192aC2","Hot","Dry","LLL_0520",10.47,2014-05-20,8
"1501","88","MM5-1","F","7","West Fork Mojave River","WFM3","Hot","Dry","LLL_0520",12.16,2014-05-20,8
"1502","89","MM5-1","G","7","Whitewater Canyon","WWC1","Hot","Dry","LLL_0520",15.3,2014-05-20,8
"1503","90","MM5-1","H","7","Cottonwood Creek","347a","Hot","Dry","LLL_0520",7.16,2014-05-20,8
"1504","91","MM5-1","I","7","Cuyamaca Rancho","CUR3","Hot","Dry","LLL_0520",12.25,2014-05-20,8
"1505","92","MM5-1","J","7","Deep Creek","DPC3","Hot","Dry","LLL_0520",10,2014-05-20,8
"1506","93","MM5-1","L","7","Hauser Creek","HAU5","Hot","Dry","LLL_0520",18.12,2014-05-20,8
"1507","97","MM5-2","A","1","Hauser Creek","HAU12","Hot","Dry","LLL_0520",16.36,2014-05-20,8
"1508","98","MM5-2","B","1","Little Jameson","LIJ2","Hot","Dry","LLL_0520",3.02,2014-05-20,8
"1509","99","MM5-2","C","1","Middle Yuba","MYU6","Hot","Dry","LLL_0520",9.49,2014-05-20,8
"1510","100","MM5-2","D","1","Mill Creek","MIL12","Hot","Dry","LLL_0520",21.15,2014-05-20,8
"1511","101","MM5-2","E","1","North Fork Middle Tule","NMT7","Hot","Dry","LLL_0520",9.93,2014-05-20,8
"1512","102","MM5-2","F","1","Paradise Creek","PRD2","Hot","Dry","LLL_0520",1.29,2014-05-20,8
"1513","103","MM5-2","G","1","Rainbow Pool","RBW4","Hot","Dry","LLL_0520",4.48,2014-05-20,8
"1514","104","MM5-2","H","1","Redwood Creek","RWD2","Hot","Dry","LLL_0520",7.25,2014-05-20,8
"1515","105","MM5-2","I","1","Rock Creek","013aN1","Hot","Dry","LLL_0520",6.39,2014-05-20,8
"1516","106","MM5-2","J","1","Wawona","185aC2","Hot","Dry","LLL_0520",12.45,2014-05-20,8
"1517","107","MM5-2","K","1","West Fork Mojave River","WFM8","Hot","Dry","LLL_0520",10.51,2014-05-20,8
"1518","108","MM5-2","L","1","Whitewater Canyon","WWC4","Hot","Dry","LLL_0520",13.94,2014-05-20,8
"1519","109","MM5-2","M","1","Cottonwood Creek","362a","Hot","Dry","LLL_0520",14.14,2014-05-20,8
"1520","110","MM5-2","N","1","Cuyamaca Rancho","CUR6","Hot","Dry","LLL_0520",11.13,2014-05-20,8
"1521","111","MM5-2","A","2","Deep Creek","DPC4","Hot","Dry","LLL_0520",4.27,2014-05-20,8
"1522","112","MM5-2","B","2","Grade Road Palomar","GRP2","Hot","Dry","LLL_0520",6.79,2014-05-20,8
"1523","113","MM5-2","C","2","Hauser Creek","HAU8","Hot","Dry","LLL_0520",5.09,2014-05-20,8
"1524","114","MM5-2","D","2","Little Jameson","LIJ8","Hot","Dry","LLL_0520",11.19,2014-05-20,8
"1525","115","MM5-2","E","2","Middle Yuba","MYU6","Hot","Dry","LLL_0520",3.92,2014-05-20,8
"1526","116","MM5-2","F","2","Mill Creek","MIL6","Hot","Dry","LLL_0520",9.21,2014-05-20,8
"1527","117","MM5-2","G","2","North Fork Middle Tule","NMT5","Hot","Dry","LLL_0520",11.37,2014-05-20,8
"1528","118","MM5-2","H","2","Paradise Creek","PRD7","Hot","Dry","LLL_0520",13.01,2014-05-20,8
"1529","119","MM5-2","I","2","Rainbow Pool","RBW2","Hot","Dry","LLL_0520",8.08,2014-05-20,8
"1530","120","MM5-2","J","2","Redwood Creek","RWD8","Hot","Dry","LLL_0520",10.83,2014-05-20,8
"1531","121","MM5-2","K","2","Rock Creek","015aN1","Hot","Dry","LLL_0520",4.43,2014-05-20,8
"1532","122","MM5-2","L","2","Wawona","193aC2","Hot","Dry","LLL_0520",9.93,2014-05-20,8
"1533","123","MM5-2","M","2","West Fork Mojave River","WFM6","Hot","Dry","LLL_0520",14.56,2014-05-20,8
"1534","124","MM5-2","N","2","Whitewater Canyon","WWC10","Hot","Dry","LLL_0520",11.58,2014-05-20,8
"1535","125","MM5-2","A","3","Cottonwood Creek","348a","Hot","Dry","LLL_0520",13.02,2014-05-20,8
"1536","126","MM5-2","B","3","Cuyamaca Rancho","CUR8","Hot","Dry","LLL_0520",8.3,2014-05-20,8
"1537","127","MM5-2","C","3","Deep Creek","DPC2","Hot","Dry","LLL_0520",15.28,2014-05-20,8
"1538","128","MM5-2","D","3","Grade Road Palomar","GRP6","Hot","Dry","LLL_0520",8.58,2014-05-20,8
"1539","129","MM5-2","E","3","Hauser Creek","HAU6","Hot","Dry","LLL_0520",8.96,2014-05-20,8
"1540","130","MM5-2","F","3","Little Jameson","LIJ4","Hot","Dry","LLL_0520",14.58,2014-05-20,8
"1541","131","MM5-2","G","3","Middle Yuba","MYU2","Hot","Dry","LLL_0520",11.76,2014-05-20,8
"1542","132","MM5-2","H","3","Mill Creek","MIL2","Hot","Dry","LLL_0520",17.15,2014-05-20,8
"1543","133","MM5-2","I","3","North Fork Middle Tule","NMT3","Hot","Dry","LLL_0520",19.33,2014-05-20,8
"1544","134","MM5-2","J","3","Paradise Creek","PRD6","Hot","Dry","LLL_0520",5.03,2014-05-20,8
"1546","136","MM5-2","L","3","Redwood Creek","RWD5","Hot","Dry","LLL_0520",12.98,2014-05-20,8
"1547","137","MM5-2","M","3","Rock Creek","007aN1","Hot","Dry","LLL_0520",3.56,2014-05-20,8
"1548","138","MM5-2","N","3","Wawona","189aC2","Hot","Dry","LLL_0520",7.72,2014-05-20,8
"1549","139","MM5-2","A","4","West Fork Mojave River","WFM2","Hot","Dry","LLL_0520",9.54,2014-05-20,8
"1550","140","MM5-2","B","4","Whitewater Canyon","WWC8","Hot","Dry","LLL_0520",14.25,2014-05-20,8
"1551","142","MM5-2","D","4","Cuyamaca Rancho","CUR2","Hot","Dry","LLL_0520",9.92,2014-05-20,8
"1552","144","MM5-2","F","4","Grade Road Palomar","GRP6","Hot","Dry","LLL_0520",13.72,2014-05-20,8
"1553","145","MM5-2","G","4","Hauser Creek","HAU2","Hot","Dry","LLL_0520",11.75,2014-05-20,8
"1554","146","MM5-2","H","4","Little Jameson","LIJ6","Hot","Dry","LLL_0520",6.92,2014-05-20,8
"1555","147","MM5-2","I","4","Middle Yuba","MYU2","Hot","Dry","LLL_0520",10.94,2014-05-20,8
"1556","149","MM5-2","K","4","North Fork Middle Tule","NMT1","Hot","Dry","LLL_0520",13.63,2014-05-20,8
"1557","150","MM5-2","L","4","Rainbow Pool","RBW2","Hot","Dry","LLL_0520",16.2,2014-05-20,8
"1558","151","MM5-2","M","4","Redwood Creek","RWD10","Hot","Dry","LLL_0520",8.34,2014-05-20,8
"1559","153","MM5-2","A","5","Wawona","187aC2","Hot","Dry","LLL_0520",15.6,2014-05-20,8
"1560","154","MM5-2","B","5","West Fork Mojave River","WFM10","Hot","Dry","LLL_0520",14.13,2014-05-20,8
"1561","155","MM5-2","C","5","Whitewater Canyon","WWC6","Hot","Dry","LLL_0520",9.76,2014-05-20,8
"1562","156","MM5-2","D","5","Cottonwood Creek","361a","Hot","Dry","LLL_0520",13.17,2014-05-20,8
"1563","157","MM5-2","E","5","Cuyamaca Rancho","CUR10","Hot","Dry","LLL_0520",12.89,2014-05-20,8
"1564","158","MM5-2","F","5","Deep Creek","DPC4","Hot","Dry","LLL_0520",11.34,2014-05-20,8
"1565","159","MM5-2","G","5","Grade Road Palomar","GRP2","Hot","Dry","LLL_0520",12.35,2014-05-20,8
"1566","160","MM5-2","H","5","Hauser Creek","HAU10","Hot","Dry","LLL_0520",3.98,2014-05-20,8
"1567","161","MM5-2","I","5","Little Jameson","LIJ10","Hot","Dry","LLL_0520",12.28,2014-05-20,8
"1568","162","MM5-2","J","5","Middle Yuba","MYU4","Hot","Dry","LLL_0520",12.26,2014-05-20,8
"1569","163","MM5-2","K","5","Mill Creek","MIL10","Hot","Dry","LLL_0520",12.17,2014-05-20,8
"1570","164","MM5-2","L","5","North Fork Middle Tule","NMT8","Hot","Dry","LLL_0520",11.37,2014-05-20,8
"1571","166","MM5-2","N","5","Rainbow Pool","RBW2","Hot","Dry","LLL_0520",12.44,2014-05-20,8
"1572","167","MM5-2","A","6","Redwood Creek","RWD7","Hot","Dry","LLL_0520",15.99,2014-05-20,8
"1573","169","MM5-2","C","6","Wawona","191aC2","Hot","Dry","LLL_0520",4.22,2014-05-20,8
"1574","170","MM5-2","D","6","West Fork Mojave River","WFM4","Hot","Dry","LLL_0520",13.88,2014-05-20,8
"1575","171","MM5-2","E","6","Whitewater Canyon","WWC12","Hot","Dry","LLL_0520",14.2,2014-05-20,8
"1576","172","MM5-2","F","6","Cottonwood Creek","364a","Hot","Dry","LLL_0520",17.73,2014-05-20,8
"1577","173","MM5-2","G","6","Cuyamaca Rancho","CUR12","Hot","Dry","LLL_0520",10.12,2014-05-20,8
"1578","174","MM5-2","H","6","Deep Creek","DPC2","Hot","Dry","LLL_0520",14.97,2014-05-20,8
"1579","175","MM5-2","I","6","Grade Road Palomar","GRP4","Hot","Dry","LLL_0520",20.55,2014-05-20,8
"1580","176","MM5-2","J","6","Hauser Creek","HAU4","Hot","Dry","LLL_0520",12.23,2014-05-20,8
"1581","178","MM5-2","M","6","Mill Creek","MIL4","Hot","Dry","LLL_0520",10.92,2014-05-20,8
"1582","179","MM5-2","N","6","North Fork Middle Tule","NMT4","Hot","Dry","LLL_0520",12.5,2014-05-20,8
"1583","180","MM5-2","A","7","Paradise Creek","PRD4","Hot","Dry","LLL_0520",22.17,2014-05-20,8
"1584","181","MM5-2","B","7","Rainbow Pool","RBW4","Hot","Dry","LLL_0520",9.49,2014-05-20,8
"1585","182","MM5-2","C","7","Redwood Creek","RWD1","Hot","Dry","LLL_0520",9.95,2014-05-20,8
"1586","183","MM5-2","D","7","Rock Creek","005aN1","Hot","Dry","LLL_0520",12.99,2014-05-20,8
"1587","184","MM5-2","E","7","Wawona","183aC2","Hot","Dry","LLL_0520",9.58,2014-05-20,8
"1588","185","MM5-2","F","7","West Fork Mojave River","WFM12","Hot","Dry","LLL_0520",12.14,2014-05-20,8
"1589","186","MM5-2","G","7","Whitewater Canyon","WWC2","Hot","Dry","LLL_0520",18.05,2014-05-20,8
"1590","187","MM5-2","H","7","Cottonwood Creek","371a","Hot","Dry","LLL_0520",15.65,2014-05-20,8
"1591","188","MM5-2","I","7","Cuyamaca Rancho","CUR4","Hot","Dry","LLL_0520",12.47,2014-05-20,8
"1592","189","MM5-2","J","7","Deep Creek","DPC6","Hot","Dry","LLL_0520",6.12,2014-05-20,8
"1593","190","MM5-2","K","7","Grade Road Palomar","GRP4","Hot","Dry","LLL_0520",14.66,2014-05-20,8
"1594","191","MM5-2","K","6","Little Jameson","LIJ12","Hot","Dry","LLL_0520",14.08,2014-05-20,8
"1595","194","MM5-3","B","1","Mill Creek","MIL7","Hot","Wet","LLL_0520",11.65,2014-05-20,8
"1596","195","MM5-3","C","1","North Fork Middle Tule","NMT4","Hot","Wet","LLL_0520",11.25,2014-05-20,8
"1597","196","MM5-3","D","1","Paradise Creek","PRD1","Hot","Wet","LLL_0520",19,2014-05-20,8
"1598","197","MM5-3","E","1","Rainbow Pool","RBW3","Hot","Wet","LLL_0520",9.23,2014-05-20,8
"1599","198","MM5-3","F","1","Redwood Creek","RWD9","Hot","Wet","LLL_0520",11.25,2014-05-20,8
"1600","199","MM5-3","G","1","Rock Creek","006aN1","Hot","Wet","LLL_0520",13.49,2014-05-20,8
"1601","200","MM5-3","H","1","Wawona","186aC2","Hot","Wet","LLL_0520",13.85,2014-05-20,8
"1602","202","MM5-3","J","1","Whitewater Canyon","WWC5","Hot","Wet","LLL_0520",3.77,2014-05-20,8
"1603","203","MM5-3","K","1","Cottonwood Creek","346a","Hot","Wet","LLL_0520",12.9,2014-05-20,8
"1604","204","MM5-3","L","1","Cuyamaca Rancho","CUR1","Hot","Wet","LLL_0520",2.94,2014-05-20,8
"1605","205","MM5-3","M","1","Deep Creek","DPC5","Hot","Wet","LLL_0520",12.64,2014-05-20,8
"1606","206","MM5-3","N","1","Grade Road Palomar","GRP1","Hot","Wet","LLL_0520",14.25,2014-05-20,8
"1607","207","MM5-3","A","2","Hauser Creek","HAU3","Hot","Wet","LLL_0520",17.54,2014-05-20,8
"1608","208","MM5-3","B","2","Little Jameson","LIJ3","Hot","Wet","LLL_0520",8.89,2014-05-20,8
"1609","209","MM5-3","C","2","Middle Yuba","MYU1","Hot","Wet","LLL_0520",5.95,2014-05-20,8
"1610","210","MM5-3","D","2","Mill Creek","MIL9","Hot","Wet","LLL_0520",6.27,2014-05-20,8
